TRIP_ID;ORIGINAL_TRIP_ID;START_STOP_ID;END_STOP_ID;depot;START_TIMESTAMP;END_TIMESTAMP;START_STOP_NAME;END_STOP_NAME;START_STOP_COORDINATES;END_STOP_COORDINATES
2543;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;32700.0;35280.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2544;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;33900.0;36480.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2545;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;35100.0;37680.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2546;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;36300.0;38880.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2547;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;37500.0;40080.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2548;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;38700.0;41280.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2549;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;39900.0;42480.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2550;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;41100.0;43680.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2551;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;42300.0;44880.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2552;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;43500.0;46080.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2553;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;44700.0;47280.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2554;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;45900.0;48480.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2555;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;47100.0;49680.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2556;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;48300.0;50880.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2557;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;49500.0;52080.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2558;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;50700.0;53280.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2559;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;51900.0;54480.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2560;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;53100.0;55680.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2561;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;54300.0;56880.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2562;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;55500.0;58080.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2563;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;56700.0;59280.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2564;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;57900.0;60480.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2565;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;59100.0;61680.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2566;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;60300.0;62880.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2567;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;61500.0;64080.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2568;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;62700.0;65280.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2569;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;63900.0;66480.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2570;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;65100.0;67680.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2571;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;66300.0;68880.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2572;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;67500.0;70080.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2573;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;68700.0;71280.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2574;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;69900.0;72480.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2575;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;71220.0;73800.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2576;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;72480.0;75060.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2577;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;74160.0;76740.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2578;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;75360.0;77940.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2579;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;76560.0;79140.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2580;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;77760.0;80340.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2581;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;79560.0;82140.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2582;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;80760.0;83340.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2583;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;81960.0;84540.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2584;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;83160.0;85740.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2585;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;84360.0;86940.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2586;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;85560.0;88140.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2587;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;86760.0;89340.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2588;220_10675;agg_11880_0_10675_0_11986_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;muellerstrasse;87960.0;90540.0;Berlin, An der Mühle;Hainbuchenstr. (Berlin);13.278982,52.594300;13.274735,52.634236
2589;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;15900.0;18900.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2590;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;17100.0;20100.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2591;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;18240.0;21240.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2592;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;19440.0;22440.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2593;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;20640.0;23640.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2594;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;21720.0;24720.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2595;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;22320.0;25320.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2596;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;22920.0;25920.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2597;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;23520.0;26520.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2598;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;24180.0;27180.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2599;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;24780.0;27780.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2600;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;25380.0;28380.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2601;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;26040.0;29040.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2602;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;26640.0;29640.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2603;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;27300.0;30300.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2604;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;27900.0;30900.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2605;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;28500.0;31500.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2606;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;29100.0;32100.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2607;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;29640.0;32640.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2608;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;30180.0;33180.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2609;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;30780.0;33780.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2610;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;31380.0;34380.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2611;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;31980.0;34980.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2612;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;32580.0;35580.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2613;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;33240.0;36240.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2614;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;33900.0;36900.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2615;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;34440.0;37440.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2616;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;35100.0;38100.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2617;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;35640.0;38640.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2618;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;36300.0;39300.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2619;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;36840.0;39840.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2620;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;37500.0;40500.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2621;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;38040.0;41040.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2622;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;38640.0;41640.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2623;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;39240.0;42240.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2624;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;39840.0;42840.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2625;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;40440.0;43440.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2626;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;41100.0;44100.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2627;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;41640.0;44640.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2628;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;42300.0;45300.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2629;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;42840.0;45840.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2630;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;43560.0;46560.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2631;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;44040.0;47040.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2632;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;44760.0;47760.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2633;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;45240.0;48240.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2634;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;45960.0;48960.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2635;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;46440.0;49440.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2636;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;47100.0;50100.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2637;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;47640.0;50640.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
2638;221_10683;agg_11973_30_9852_17_10683_0_9836_28;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;muellerstrasse;48360.0;51360.0;Märkische Zeile (Berlin);U Leopoldplatz (Berlin);13.355657,52.599752;13.360043,52.547083
