FromStopID;ToStopID;RunTime
11407_0;agg_11060_0_11067_23;1266
11407_0;agg_10965_25_10970_0;1111
11407_0;agg_12123_27_12124_0_10487_0_10481_42;1114
11407_0;agg_11065_20_11067_0_9852_0_9844_45;1603
11407_0;agg_11039_0_11037_12;1108
11407_0;agg_12763_36_12771_0;538
11407_0;agg_11475_0_11467_26_11475_1;680
11407_0;agg_11475_27_10487_39_10481_0_11467_0;1093
11407_0;agg_11079_0_11077_9_11079_1_10705_29;1855
11407_0;agg_11079_10_11077_0;1962
11407_0;agg_11082_16_10120_31_11085_0_12038_6;1220
11407_0;agg_9852_46_9844_0;1270
11407_0;agg_10120_0_10195_0_12049_0;1645
11407_0;agg_10808_0_11530_0_10808_1_11530_1;939
