TRIP_ID;ORIGINAL_TRIP_ID;START_STOP_ID;END_STOP_ID;depot;START_TIMESTAMP;END_TIMESTAMP
208;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;55740.0;59720.0
209;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;56340.0;60320.0
210;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;56940.0;60920.0
211;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;57540.0;61520.0
212;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;58140.0;62120.0
213;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;58740.0;62720.0
214;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;59340.0;63320.0
215;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;59940.0;63920.0
216;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;60540.0;64520.0
217;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;61140.0;65120.0
218;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;61740.0;65720.0
219;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;62340.0;66320.0
220;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;62940.0;66920.0
221;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;63540.0;67520.0
222;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;64140.0;68120.0
223;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;64740.0;68720.0
224;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;65340.0;69320.0
225;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;65940.0;69920.0
226;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;66540.0;70520.0
227;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;67140.0;71120.0
228;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;67740.0;71720.0
229;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;68340.0;72320.0
230;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;68940.0;72920.0
231;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;69540.0;73520.0
232;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;70140.0;74120.0
233;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;70740.0;74720.0
234;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;71340.0;75320.0
235;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;71940.0;75920.0
236;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;72540.0;76520.0
237;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;73140.0;77120.0
238;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;73740.0;77720.0
